comment,date,downvotes,gender,location,search,upvotes,user,video,views,cleancomment,sex,sexuality,stem,lemma
"Hot , guys hmu",2019-12-16 08:21:03 UTC,9,"Male, Heterosexual",United States,Cuckold,432,https://xhamster.com/users/chicohispanosanchez,https://xhamster.com/videos/cuck-gf-kissing-bbc-bf-with-creampie-12992907,62324,Hot guys hmu,Male,Heterosexual,"['hot', 'guy', 'hmu']","['hot', 'guy', 'hmu']"
Superb,2019-12-14 09:20:15 UTC,9,"Male, Pansexual",United Kingdom,Cuckold,432,https://xhamster.com/users/mikelgeorge51,https://xhamster.com/videos/cuck-gf-kissing-bbc-bf-with-creampie-12992907,62324,Superb,Male,Pansexual,['superb'],['superb']
Oh she is lovely!,2019-12-12 21:56:18 UTC,9,"Male, Heterosexual",Canada,Cuckold,432,https://xhamster.com/users/jamsss,https://xhamster.com/videos/cuck-gf-kissing-bbc-bf-with-creampie-12992907,62324,Oh she is lovely ,Male,Heterosexual,"['oh', 'love']","['oh', 'lovely']"
he did a really good job. I predict a repeat performance,2019-12-08 09:57:51 UTC,9,"Male and female couple, Heterosexual",United States,Cuckold,432,https://xhamster.com/users/stiltskins,https://xhamster.com/videos/cuck-gf-kissing-bbc-bf-with-creampie-12992907,62324,he did a really good job I predict a repeat performance,Male and female couple,Heterosexual,"['realli', 'good', 'job', 'predict', 'repeat', 'perform']","['really', 'good', 'job', 'predict', 'repeat', 'performance']"
Super ! On adore !,2019-12-07 16:01:40 UTC,9,"Male and female couple, Heterosexual",France,Cuckold,432,https://xhamster.com/users/libertysex51,https://xhamster.com/videos/cuck-gf-kissing-bbc-bf-with-creampie-12992907,62324,Super On adore ,Male and female couple,Heterosexual,"['super', 'ador']","['super', 'adore']"
submit to your bull,2019-12-07 14:39:18 UTC,9,"Male, Pansexual",United States,Cuckold,432,https://xhamster.com/users/nikeswings,https://xhamster.com/videos/cuck-gf-kissing-bbc-bf-with-creampie-12992907,62324,submit to your bull,Male,Pansexual,"['submit', 'bull']","['submit', 'bull']"
and here comes your black bastard baby,2019-12-07 07:50:07 UTC,9,"Male, Bisexual",Iraq,Cuckold,432,https://xhamster.com/users/jakelong5012,https://xhamster.com/videos/cuck-gf-kissing-bbc-bf-with-creampie-12992907,62324,and here comes your black bastard baby,Male,Bisexual,"['come', 'black', 'bastard', 'babi']","['come', 'black', 'bastard', 'baby']"
soo good,2019-12-04 05:08:08 UTC,9,"Female, Bisexual",United States,Cuckold,432,https://xhamster.com/users/amylunarheart,https://xhamster.com/videos/cuck-gf-kissing-bbc-bf-with-creampie-12992907,62324,soo good,Female,Bisexual,"['soo', 'good']","['soo', 'good']"
I would eat her creampie !,2019-12-02 13:41:02 UTC,9,"Male, Heterosexual",Belgium,Cuckold,432,https://xhamster.com/users/guidoftw,https://xhamster.com/videos/cuck-gf-kissing-bbc-bf-with-creampie-12992907,62324,I would eat her creampie ,Male,Heterosexual,"['would', 'eat', 'creampi']","['would', 'eat', 'creampie']"
Kiss me as you cum in me! XXX,2019-12-02 12:53:20 UTC,9,"Male and female couple, Heteroflexible",United States,Cuckold,432,https://xhamster.com/users/edann3,https://xhamster.com/videos/cuck-gf-kissing-bbc-bf-with-creampie-12992907,62324,Kiss me as you cum in me XXX,Male and female couple,Heteroflexible,"['kiss', 'cum', 'xxx']","['kiss', 'cum', 'xxx']"
Beautiful,2019-12-02 05:30:56 UTC,9,"Male and female couple, Heterosexual",United Kingdom,Cuckold,432,https://xhamster.com/users/mikeandkim,https://xhamster.com/videos/cuck-gf-kissing-bbc-bf-with-creampie-12992907,62324,Beautiful,Male and female couple,Heterosexual,['beauti'],['beautiful']
Very nicely creamed up!,2019-12-01 11:52:37 UTC,9,"Male and female couple, Heterosexual",United Kingdom,Cuckold,432,https://xhamster.com/users/dsw78,https://xhamster.com/videos/cuck-gf-kissing-bbc-bf-with-creampie-12992907,62324,Very nicely creamed up ,Male and female couple,Heterosexual,"['nice', 'cream']","['nicely', 'cream']"
The cuck should have licked that up. ,2019-12-01 11:50:30 UTC,9,"Male, Heterosexual",United States,Cuckold,432,https://xhamster.com/users/aldocella,https://xhamster.com/videos/cuck-gf-kissing-bbc-bf-with-creampie-12992907,62324,The cuck should have licked that up ,Male,Heterosexual,"['cuck', 'lick']","['cuck', 'lick']"
ovo treba lizati,2019-11-30 22:15:23 UTC,9,"Male, Heterosexual",,Cuckold,432,https://xhamster.com/users/milence73,https://xhamster.com/videos/cuck-gf-kissing-bbc-bf-with-creampie-12992907,62324,ovo treba lizati,Male,Heterosexual,"['ovo', 'treba', 'lizati']","['ovo', 'treba', 'lizati']"
That's it; kisser and let her fall in love!!!,2019-11-30 22:11:03 UTC,9,"Male, Heterosexual",United States,Cuckold,432,https://xhamster.com/users/the_slipper,https://xhamster.com/videos/cuck-gf-kissing-bbc-bf-with-creampie-12992907,62324,That s it kisser and let her fall in love ,Male,Heterosexual,"['kisser', 'let', 'fall', 'love']","['kisser', 'let', 'fall', 'love']"
"Good cuck, just needs to learn how to clean it up.",2019-11-30 21:56:13 UTC,9,"Male, Heterosexual",United States,Cuckold,432,https://xhamster.com/users/xxunknownxx,https://xhamster.com/videos/cuck-gf-kissing-bbc-bf-with-creampie-12992907,62324,Good cuck just needs to learn how to clean it up ,Male,Heterosexual,"['good', 'cuck', 'need', 'learn', 'clean']","['good', 'cuck', 'need', 'learn', 'clean']"
Fuck yes,2019-11-30 21:48:14 UTC,9,"Male, Heterosexual",United States,Cuckold,432,https://xhamster.com/users/merc1066,https://xhamster.com/videos/cuck-gf-kissing-bbc-bf-with-creampie-12992907,62324,Fuck yes,Male,Heterosexual,"['fuck', 'ye']","['fuck', 'yes']"
Toe-curling excellence!,2019-11-30 21:43:10 UTC,9,"Male, Heterosexual",United States,Cuckold,432,https://xhamster.com/users/buzzham,https://xhamster.com/videos/cuck-gf-kissing-bbc-bf-with-creampie-12992907,62324,Toe curling excellence ,Male,Heterosexual,"['toe', 'curl', 'excel']","['toe', 'curl', 'excellence']"
I would love to provide this meal for any boys... or girls..,2019-11-30 21:25:59 UTC,9,Female,United States,Cuckold,432,https://xhamster.com/users/countess2,https://xhamster.com/videos/cuck-gf-kissing-bbc-bf-with-creampie-12992907,62324,I would love to provide this meal for any boys or girls ,Female,Female,"['would', 'love', 'provid', 'meal', 'boy', 'girl']","['would', 'love', 'provide', 'meal', 'boy', 'girl']"
Totally hot. I love watching my wife do the same thing.,2019-11-30 20:38:54 UTC,9,"Male, Bisexual",United States,Cuckold,432,https://xhamster.com/users/lakewoodbicpl,https://xhamster.com/videos/cuck-gf-kissing-bbc-bf-with-creampie-12992907,62324,Totally hot I love watching my wife do the same thing ,Male,Bisexual,"['total', 'hot', 'love', 'watch', 'wife', 'thing']","['totally', 'hot', 'love', 'watch', 'wife', 'thing']"
Superbe ! Un régal de voir sa chérie comme ça ,2019-11-30 19:54:35 UTC,9,"Male, Heterosexual",France,Cuckold,432,https://xhamster.com/users/cx34,https://xhamster.com/videos/cuck-gf-kissing-bbc-bf-with-creampie-12992907,62324,Superbe Un r gal de voir sa ch rie comme a ,Male,Heterosexual,"['superb', 'un', 'r', 'gal', 'de', 'voir', 'sa', 'ch', 'rie', 'comm']","['superbe', 'un', 'r', 'gal', 'de', 'voir', 'sa', 'ch', 'rie', 'comme']"
beautiful,2019-11-30 17:23:17 UTC,9,"Male, Heterosexual",United States,Cuckold,432,https://xhamster.com/users/flstf2,https://xhamster.com/videos/cuck-gf-kissing-bbc-bf-with-creampie-12992907,62324,beautiful,Male,Heterosexual,['beauti'],['beautiful']
Clean it up,2019-11-30 17:11:24 UTC,9,"Male, Heterosexual",United States,Cuckold,432,https://xhamster.com/users/carlosbigote,https://xhamster.com/videos/cuck-gf-kissing-bbc-bf-with-creampie-12992907,62324,Clean it up,Male,Heterosexual,['clean'],['clean']
Beautiful. I adore deep interracial and passionate kissing,2019-11-30 16:51:42 UTC,9,"Male, Pansexual",United Kingdom,Cuckold,432,https://xhamster.com/users/mikelgeorge51,https://xhamster.com/videos/cuck-gf-kissing-bbc-bf-with-creampie-12992907,62324,Beautiful I adore deep interracial and passionate kissing,Male,Pansexual,"['beauti', 'ador', 'deep', 'interraci', 'passion', 'kiss']","['beautiful', 'adore', 'deep', 'interracial', 'passionate', 'kiss']"
How the hubby can just look at that creampie and not dive in tongue first is beyond me ,2019-11-30 16:50:34 UTC,9,"Male, Heterosexual",United States,Cuckold,432,https://xhamster.com/users/samsbrew,https://xhamster.com/videos/cuck-gf-kissing-bbc-bf-with-creampie-12992907,62324,How the hubby can just look at that creampie and not dive in tongue first is beyond me ,Male,Heterosexual,"['hubbi', 'look', 'creampi', 'dive', 'tongu', 'first', 'beyond']","['hubby', 'look', 'creampie', 'dive', 'tongue', 'first', 'beyond']"
I cant NOT cum inside of her when she begs!!!,2019-11-30 16:33:16 UTC,9,"Male, Heterosexual",United States,Cuckold,432,https://xhamster.com/users/exciteurwife,https://xhamster.com/videos/cuck-gf-kissing-bbc-bf-with-creampie-12992907,62324,I cant NOT cum inside of her when she begs ,Male,Heterosexual,"['cant', 'cum', 'insid', 'beg']","['cant', 'cum', 'inside', 'begs']"
Hot,2019-11-30 15:41:54 UTC,9,"Male and female couple, Heterosexual",United States,Cuckold,432,https://xhamster.com/users/jdomsa,https://xhamster.com/videos/cuck-gf-kissing-bbc-bf-with-creampie-12992907,62324,Hot,Male and female couple,Heterosexual,['hot'],['hot']
Yes mom and dad and the feast of the family need to see this lol ⭐️⭐️⭐️⭐️⭐️,2019-11-30 14:29:07 UTC,9,"Male, Heterosexual",United States,Cuckold,432,https://xhamster.com/users/david58,https://xhamster.com/videos/cuck-gf-kissing-bbc-bf-with-creampie-12992907,62324,Yes mom and dad and the feast of the family need to see this lol ,Male,Heterosexual,"['ye', 'mom', 'dad', 'feast', 'famili', 'need', 'see', 'lol']","['yes', 'mom', 'dad', 'feast', 'family', 'need', 'see', 'lol']"
Great fuck! We Love it! ,2019-12-08 08:30:26 UTC,28,"Male and female couple, Heterosexual",Germany,Cuckold,1145,https://xhamster.com/users/robundjen,https://xhamster.com/videos/cuckold-gets-hard-humilation-from-beloved-wife-6055999,711177,Great fuck We Love it ,Male and female couple,Heterosexual,"['great', 'fuck', 'love']","['great', 'fuck', 'love']"
HUGE cock,2019-12-05 22:30:45 UTC,28,"Male and female couple, Heterosexual",United States,Cuckold,1145,https://xhamster.com/users/bigta1964,https://xhamster.com/videos/cuckold-gets-hard-humilation-from-beloved-wife-6055999,711177,HUGE cock,Male and female couple,Heterosexual,"['huge', 'cock']","['huge', 'cock']"
Nice blowjob and great fuck for the cuckold husband's wife,2019-11-18 17:48:02 UTC,28,"Male, Heterosexual",Italy,Cuckold,1145,https://xhamster.com/users/alessandro09016,https://xhamster.com/videos/cuckold-gets-hard-humilation-from-beloved-wife-6055999,711177,Nice blowjob and great fuck for the cuckold husband s wife,Male,Heterosexual,"['nice', 'blowjob', 'great', 'fuck', 'cuckold', 'husband', 'wife']","['nice', 'blowjob', 'great', 'fuck', 'cuckold', 'husband', 'wife']"
Love to clean her pussy up after she gets a big load of cum,2019-11-08 01:53:19 UTC,28,"Male, Heterosexual",United States,Cuckold,1145,https://xhamster.com/users/bjcum18,https://xhamster.com/videos/cuckold-gets-hard-humilation-from-beloved-wife-6055999,711177,Love to clean her pussy up after she gets a big load of cum,Male,Heterosexual,"['love', 'clean', 'pussi', 'get', 'big', 'load', 'cum']","['love', 'clean', 'pussy', 'get', 'big', 'load', 'cum']"
He is a good cuckie boy.  I would like to see him feminize and step up to being a sissy cuckold!  The ultimate goal of cuckoldry.  The ultimate  shriveling humiliation that helps  cuckolds like me achieve total emasculated liberation and submission to our deepest need to be cuckolded thoroughly.  Which is what we long for and need.,2019-11-07 14:31:27 UTC,28,"Male, Bisexual",United States,Cuckold,1145,https://xhamster.com/users/sandypark,https://xhamster.com/videos/cuckold-gets-hard-humilation-from-beloved-wife-6055999,711177,He is a good cuckie boy I would like to see him feminize and step up to being a sissy cuckold The ultimate goal of cuckoldry The ultimate shriveling humiliation that helps cuckolds like me achieve total emasculated liberation and submission to our deepest need to be cuckolded thoroughly Which is what we long for and need ,Male,Bisexual,"['good', 'cucki', 'boy', 'would', 'like', 'see', 'femin', 'step', 'sissi', 'cuckold', 'ultim', 'goal', 'cuckoldri', 'ultim', 'shrivel', 'humili', 'help', 'cuckold', 'like', 'achiev', 'total', 'emascul', 'liber', 'submiss', 'deepest', 'need', 'cuckold', 'thoroughli', 'long', 'need']","['good', 'cuckie', 'boy', 'would', 'like', 'see', 'feminize', 'step', 'sissy', 'cuckold', 'ultimate', 'goal', 'cuckoldry', 'ultimate', 'shrivel', 'humiliation', 'help', 'cuckold', 'like', 'achieve', 'total', 'emasculate', 'liberation', 'submission', 'deepest', 'need', 'cuckold', 'thoroughly', 'long', 'need']"
"This is exactly how I am treated by Goddess Jurgita when I beg enough. I love to watch her getting her beautiful pussy stretched by her Bull's massive cock as I sit beside her in chastity and sissy clothes for her amusement. It is so humiliating when she laughs and spits in my face while being fucked. If I suck her Bull's cock clean after he cums inside her, she releases me from chastity and lets me wank as I lick every drop from her swollen pussy.",2019-09-07 09:50:05 UTC,28,"Male, Heterosexual",Ireland,Cuckold,1145,https://xhamster.com/users/jurgitasbitch,https://xhamster.com/videos/cuckold-gets-hard-humilation-from-beloved-wife-6055999,711177,This is exactly how I am treated by Goddess Jurgita when I beg enough I love to watch her getting her beautiful pussy stretched by her Bull s massive cock as I sit beside her in chastity and sissy clothes for her amusement It is so humiliating when she laughs and spits in my face while being fucked If I suck her Bull s cock clean after he cums inside her she releases me from chastity and lets me wank as I lick every drop from her swollen pussy ,Male,Heterosexual,"['exactli', 'treat', 'goddess', 'jurgita', 'beg', 'enough', 'love', 'watch', 'get', 'beauti', 'pussi', 'stretch', 'bull', 'massiv', 'cock', 'sit', 'besid', 'chastiti', 'sissi', 'cloth', 'amus', 'humili', 'laugh', 'spit', 'face', 'fuck', 'suck', 'bull', 'cock', 'clean', 'cum', 'insid', 'releas', 'chastiti', 'let', 'wank', 'lick', 'everi', 'drop', 'swollen', 'pussi']","['exactly', 'treat', 'goddess', 'jurgita', 'beg', 'enough', 'love', 'watch', 'get', 'beautiful', 'pussy', 'stretch', 'bull', 'massive', 'cock', 'sit', 'beside', 'chastity', 'sissy', 'clothes', 'amusement', 'humiliate', 'laugh', 'spit', 'face', 'fuck', 'suck', 'bull', 'cock', 'clean', 'cum', 'inside', 'release', 'chastity', 'let', 'wank', 'lick', 'every', 'drop', 'swollen', 'pussy']"
Who is she? What is her name?,2019-09-04 11:30:38 UTC,28,"Male, Heterosexual",Netherlands,Cuckold,1145,https://xhamster.com/users/lennon29,https://xhamster.com/videos/cuckold-gets-hard-humilation-from-beloved-wife-6055999,711177,Who is she What is her name ,Male,Heterosexual,['name'],['name']
YES YES YES!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!I love big fat Dicks that come in my ass!!!!! FACK ME ASS!!!!!!!!!!!!!!,2019-08-09 05:16:11 UTC,28,"Transgender MtF, Bisexual",Russian Federation,Cuckold,1145,https://xhamster.com/users/kosta1969,https://xhamster.com/videos/cuckold-gets-hard-humilation-from-beloved-wife-6055999,711177,YES YES YES I love big fat Dicks that come in my ass FACK ME ASS ,Transgender MtF,Bisexual,"['ye', 'ye', 'ye', 'love', 'big', 'fat', 'dick', 'come', 'ass', 'fack', 'ass']","['yes', 'yes', 'yes', 'love', 'big', 'fat', 'dick', 'come', 'as', 'fack', 'as']"
Perfect cuckold cum swallow,2019-07-13 00:35:16 UTC,28,"Male, Heterosexual",Poland,Cuckold,1145,https://xhamster.com/users/servantforwhore,https://xhamster.com/videos/cuckold-gets-hard-humilation-from-beloved-wife-6055999,711177,Perfect cuckold cum swallow,Male,Heterosexual,"['perfect', 'cuckold', 'cum', 'swallow']","['perfect', 'cuckold', 'cum', 'swallow']"
"She is one good cocksucker also, along wit a nice pussy.",2019-07-12 08:14:16 UTC,28,"Male, Bisexual",United States,Cuckold,1145,https://xhamster.com/users/pentagon65,https://xhamster.com/videos/cuckold-gets-hard-humilation-from-beloved-wife-6055999,711177,She is one good cocksucker also along wit a nice pussy ,Male,Bisexual,"['one', 'good', 'cocksuck', 'also', 'along', 'wit', 'nice', 'pussi']","['one', 'good', 'cocksucker', 'also', 'along', 'wit', 'nice', 'pussy']"
